transcript_id	gene_id	gene_name	gene_type	seqnames	strand	left_start	left_end	left_is_TE	left_TE_name	left_TE_class	left_TE_family	left_TE_overlap_width	right_start	right_end	right_is_TE	right_TE_name	right_TE_class	right_TE_family	right_TE_overlap_width	junction_type	donor_site	acceptor_site
OFFICIAL_SIMTX_ENSMUSG00000023993.6_iso2	ENSMUSG00000023993.6	Treml1	protein_coding	chr17	+	48365996	48366048	FALSE	none	none	none	0	48366620	48367174	TRUE	RLTR17B_Mm	LTR	ERVK	11	host_to_TE	48366048	48366620
OFFICIAL_SIMTX_ENSMUSG00000023993.6_iso3	ENSMUSG00000023993.6	Treml1	protein_coding	chr17	+	48365996	48366048	FALSE	none	none	none	0	48366620	48367174	TRUE	RLTR17B_Mm	LTR	ERVK	11	host_to_TE	48366048	48366620
OFFICIAL_SIMTX_ENSMUSG00000024054.12_iso1	ENSMUSG00000024054.12	Smchd1	protein_coding	chr17	-	71393905	71394724	TRUE	B1_Mm	SINE	Alu	136	71370224	71370355	FALSE	none	none	none	0	TE_to_host	71393905	71370355
OFFICIAL_SIMTX_ENSMUSG00000024054.12_iso3	ENSMUSG00000024054.12	Smchd1	protein_coding	chr17	-	71391352	71391727	TRUE	ID_B1	SINE	B4	131	71358348	71358457	FALSE	none	none	none	0	TE_to_host	71391352	71358457
OFFICIAL_SIMTX_ENSMUSG00000024054.12_iso3	ENSMUSG00000024054.12	Smchd1	protein_coding	chr17	-	71358137	71358207	FALSE	none	none	none	0	71350877	71353386	TRUE	ID4,PB1	SINE	ID,Alu	79	host_to_TE	71358137	71353386
OFFICIAL_SIMTX_ENSMUSG00000024170.14_iso1	ENSMUSG00000024170.14	Telo2	protein_coding	chr17	-	25106989	25108150	TRUE	B3A,PB1D7	SINE	B2,Alu	122	25105989	25106068	FALSE	none	none	none	0	TE_to_host	25106989	25106068
OFFICIAL_SIMTX_ENSMUSG00000024170.14_iso2	ENSMUSG00000024170.14	Telo2	protein_coding	chr17	-	25101640	25101704	FALSE	none	none	none	0	25100766	25101414	TRUE	B2_Mm1t,B1_Mur1	SINE	B2,Alu	169	host_to_TE	25101640	25101414
OFFICIAL_SIMTX_ENSMUSG00000024810.15_iso2	ENSMUSG00000024810.15	Il33	protein_coding	chr19	+	29951816	29952101	TRUE	MTEa	LTR	ERVL-MaLR	18	29954543	29954668	FALSE	none	none	none	0	TE_to_host	29952101	29954543
OFFICIAL_SIMTX_ENSMUSG00000024810.15_iso3	ENSMUSG00000024810.15	Il33	protein_coding	chr19	+	29945790	29945858	FALSE	none	none	none	0	29952730	29952840	TRUE	Charlie17b	DNA	hAT-Charlie	18	host_to_TE	29945858	29952730
OFFICIAL_SIMTX_ENSMUSG00000024810.15_iso3	ENSMUSG00000024810.15	Il33	protein_coding	chr19	+	29952730	29952840	TRUE	Charlie17b	DNA	hAT-Charlie	18	29955201	29955251	FALSE	none	none	none	0	TE_to_host	29952840	29955201
OFFICIAL_SIMTX_ENSMUSG00000025104.12_iso1	ENSMUSG00000025104.12	Hdgfrp3	protein_coding	chr7	-	81900285	81900423	FALSE	none	none	none	0	81897811	81899829	TRUE	Lx8,ID_B1	LINE,SINE	L1,B4	158	host_to_TE	81900285	81899829
OFFICIAL_SIMTX_ENSMUSG00000025104.12_iso1	ENSMUSG00000025104.12	Hdgfrp3	protein_coding	chr7	-	81897811	81899829	TRUE	Lx8,ID_B1	LINE,SINE	L1,B4	158	81893799	81893945	FALSE	none	none	none	0	TE_to_host	81897811	81893945
OFFICIAL_SIMTX_ENSMUSG00000025104.12_iso1	ENSMUSG00000025104.12	Hdgfrp3	protein_coding	chr7	-	81893799	81893945	FALSE	none	none	none	0	81881251	81886083	TRUE	L2c,L1MC	LINE	L2,L1	198	host_to_TE	81893799	81886083
OFFICIAL_SIMTX_ENSMUSG00000025135.11_iso1	ENSMUSG00000025135.11	Anapc11	protein_coding	chr11	+	120599242	120599368	FALSE	none	none	none	0	120599242	120600688	TRUE	B1_Mus1,B1F2,B1_Mus2,ID_B1,PB1D9,B1F1	SINE	Alu,B4	145	host_to_TE	120599368	120599242
OFFICIAL_SIMTX_ENSMUSG00000025135.11_iso1	ENSMUSG00000025135.11	Anapc11	protein_coding	chr11	+	120599242	120600688	TRUE	B1_Mus1,B1F2,B1_Mus2,ID_B1,PB1D9,B1F1	SINE	Alu,B4	145	120605281	120605492	FALSE	none	none	none	0	TE_to_host	120600688	120605281
OFFICIAL_SIMTX_ENSMUSG00000025135.11_iso1	ENSMUSG00000025135.11	Anapc11	protein_coding	chr11	+	120605281	120605492	FALSE	none	none	none	0	120605281	120608198	TRUE	PB1D7,MTC	SINE,LTR	Alu,ERVL-MaLR	239	host_to_TE	120605492	120605281
OFFICIAL_SIMTX_ENSMUSG00000025135.11_iso3	ENSMUSG00000025135.11	Anapc11	protein_coding	chr11	+	120599242	120599368	FALSE	none	none	none	0	120599242	120600688	TRUE	B1_Mus1,B1F2,B1_Mus2,ID_B1,PB1D9,B1F1	SINE	Alu,B4	145	host_to_TE	120599368	120599242
OFFICIAL_SIMTX_ENSMUSG00000025135.11_iso3	ENSMUSG00000025135.11	Anapc11	protein_coding	chr11	+	120599242	120600688	TRUE	B1_Mus1,B1F2,B1_Mus2,ID_B1,PB1D9,B1F1	SINE	Alu,B4	145	120603944	120604185	FALSE	none	none	none	0	TE_to_host	120600688	120603944
OFFICIAL_SIMTX_ENSMUSG00000025170.12_iso1	ENSMUSG00000025170.12	Rab40b	protein_coding	chr11	-	121358002	121358082	FALSE	none	none	none	0	121356125	121357308	TRUE	B1F1	SINE	Alu	137	host_to_TE	121358002	121357308
OFFICIAL_SIMTX_ENSMUSG00000025203.5_iso1	ENSMUSG00000025203.5	Scd2	protein_coding	chr19	+	44299609	44299814	FALSE	none	none	none	0	44303001	44306864	TRUE	PB1D9,MIRb	SINE	Alu,MIR	119	host_to_TE	44299814	44303001
OFFICIAL_SIMTX_ENSMUSG00000025203.5_iso2	ENSMUSG00000025203.5	Scd2	protein_coding	chr19	+	44301212	44301444	FALSE	none	none	none	0	44303001	44306864	TRUE	PB1D9,MIRb	SINE	Alu,MIR	119	host_to_TE	44301444	44303001
OFFICIAL_SIMTX_ENSMUSG00000025396.6_iso1	ENSMUSG00000025396.6	Hsd17b6	protein_coding	chr10	-	128000562	128000678	TRUE	MT2A	LTR	ERVL	84	127994329	127994587	FALSE	none	none	none	0	TE_to_host	128000562	127994587
OFFICIAL_SIMTX_ENSMUSG00000025396.6_iso2	ENSMUSG00000025396.6	Hsd17b6	protein_coding	chr10	-	128000562	128000678	TRUE	MT2A	LTR	ERVL	84	127993596	127993759	FALSE	none	none	none	0	TE_to_host	128000562	127993759
OFFICIAL_SIMTX_ENSMUSG00000025572.16_iso2	ENSMUSG00000025572.16	Tmc6	protein_coding	chr11	-	117775589	117775846	FALSE	none	none	none	0	117775357	117775846	TRUE	URR1A	DNA	hAT-Charlie	96	host_to_TE	117775589	117775846
OFFICIAL_SIMTX_ENSMUSG00000025572.16_iso2	ENSMUSG00000025572.16	Tmc6	protein_coding	chr11	-	117775357	117775846	TRUE	URR1A	DNA	hAT-Charlie	96	117773363	117773518	FALSE	none	none	none	0	TE_to_host	117775357	117773518
OFFICIAL_SIMTX_ENSMUSG00000025572.16_iso3	ENSMUSG00000025572.16	Tmc6	protein_coding	chr11	-	117770691	117770786	FALSE	none	none	none	0	117770078	117770544	TRUE	B1F2	SINE	Alu	125	host_to_TE	117770691	117770544
OFFICIAL_SIMTX_ENSMUSG00000025572.16_iso3	ENSMUSG00000025572.16	Tmc6	protein_coding	chr11	-	117770078	117770544	TRUE	B1F2	SINE	Alu	125	117768922	117769000	FALSE	none	none	none	0	TE_to_host	117770078	117769000
OFFICIAL_SIMTX_ENSMUSG00000025946.12_iso2	ENSMUSG00000025946.12	Pth2r	protein_coding	chr1	+	65282056	65282223	TRUE	MLT1A1	LTR	ERVL-MaLR	168	65311257	65311670	FALSE	none	none	none	0	TE_to_host	65282223	65311257
OFFICIAL_SIMTX_ENSMUSG00000025946.12_iso3	ENSMUSG00000025946.12	Pth2r	protein_coding	chr1	+	65282056	65282223	TRUE	MLT1A1	LTR	ERVL-MaLR	168	65336974	65337089	FALSE	none	none	none	0	TE_to_host	65282223	65336974
OFFICIAL_SIMTX_ENSMUSG00000026102.8_iso3	ENSMUSG00000026102.8	Inpp1	protein_coding	chr1	-	52800119	52800371	TRUE	B1_Mus2,MT2B	SINE,LTR	Alu,ERVL	127	52799285	52799536	FALSE	none	none	none	0	TE_to_host	52800119	52799536
OFFICIAL_SIMTX_ENSMUSG00000026109.13_iso1	ENSMUSG00000026109.13	Tmeff2	protein_coding	chr1	+	50900647	50900782	TRUE	RLTR10D2,RMER6C	LTR	ERVK	88	50925267	50925409	FALSE	none	none	none	0	TE_to_host	50900782	50925267
OFFICIAL_SIMTX_ENSMUSG00000026109.13_iso2	ENSMUSG00000026109.13	Tmeff2	protein_coding	chr1	+	50909962	50910888	TRUE	MusHAL1,Lx2B2	LINE	L1	660	50912788	50912872	FALSE	none	none	none	0	TE_to_host	50910888	50912788
OFFICIAL_SIMTX_ENSMUSG00000026112.7_iso1	ENSMUSG00000026112.7	Coa5	protein_coding	chr1	-	37428512	37430000	TRUE	B3,MIRb	SINE	B2,MIR	192	37428342	37428425	FALSE	none	none	none	0	TE_to_host	37428512	37428425
OFFICIAL_SIMTX_ENSMUSG00000026112.7_iso2	ENSMUSG00000026112.7	Coa5	protein_coding	chr1	-	37428512	37430000	TRUE	B3,MIRb	SINE	B2,MIR	192	37428342	37428425	FALSE	none	none	none	0	TE_to_host	37428512	37428425
OFFICIAL_SIMTX_ENSMUSG00000026234.11_iso2	ENSMUSG00000026234.11	Ncl	protein_coding	chr1	-	86352198	86352306	FALSE	none	none	none	0	86351367	86352063	TRUE	B3	SINE	B2	68	host_to_TE	86352198	86352063
OFFICIAL_SIMTX_ENSMUSG00000026234.11_iso2	ENSMUSG00000026234.11	Ncl	protein_coding	chr1	-	86351367	86352063	TRUE	B3	SINE	B2	68	86350812	86351211	FALSE	none	none	none	0	TE_to_host	86351367	86351211
OFFICIAL_SIMTX_ENSMUSG00000026479.12_iso2	ENSMUSG00000026479.12	Lamc2	protein_coding	chr1	-	153127006	153127164	FALSE	none	none	none	0	153126098	153126915	TRUE	B3A	SINE	B2	12	host_to_TE	153127006	153126915
OFFICIAL_SIMTX_ENSMUSG00000026605.13_iso1	ENSMUSG00000026605.13	Cenpf	protein_coding	chr1	-	189661997	189662132	FALSE	none	none	none	0	189640606	189642802	TRUE	B2_Mm1a	SINE	B2	189	host_to_TE	189661997	189642802
OFFICIAL_SIMTX_ENSMUSG00000026605.13_iso2	ENSMUSG00000026605.13	Cenpf	protein_coding	chr1	-	189687060	189688086	TRUE	Lx5	LINE	L1	185	189682845	189682951	FALSE	none	none	none	0	TE_to_host	189687060	189682951
OFFICIAL_SIMTX_ENSMUSG00000026632.16_iso2	ENSMUSG00000026632.16	Tatdn3	protein_coding	chr1	-	191049282	191049362	FALSE	none	none	none	0	191045826	191046320	TRUE	B3A	SINE	B2	117	host_to_TE	191049282	191046320
OFFICIAL_SIMTX_ENSMUSG00000026755.13_iso1	ENSMUSG00000026755.13	Arpc5l	protein_coding	chr2	+	39010018	39013187	TRUE	MIR,MER20,B1_Mm,RLTR28	SINE,DNA,LTR	MIR,hAT-Charlie,Alu,ERVL	249	39013723	39013899	FALSE	none	none	none	0	TE_to_host	39013187	39013723
OFFICIAL_SIMTX_ENSMUSG00000026786.13_iso1	ENSMUSG00000026786.13	Apbb1ip	protein_coding	chr2	+	22826850	22826927	FALSE	none	none	none	0	22826850	22828586	TRUE	ID4_,B1_Mus2	SINE	ID,Alu	125	host_to_TE	22826927	22826850
OFFICIAL_SIMTX_ENSMUSG00000026786.13_iso1	ENSMUSG00000026786.13	Apbb1ip	protein_coding	chr2	+	22826850	22828586	TRUE	ID4_,B1_Mus2	SINE	ID,Alu	125	22866893	22866991	FALSE	none	none	none	0	TE_to_host	22828586	22866893
OFFICIAL_SIMTX_ENSMUSG00000027244.13_iso3	ENSMUSG00000027244.13	Atg13	protein_coding	chr2	-	91705581	91705734	TRUE	L1MB3,B1_Mus2	LINE,SINE	L1,Alu	67	91692428	91692547	FALSE	none	none	none	0	TE_to_host	91705581	91692547
OFFICIAL_SIMTX_ENSMUSG00000027306.14_iso2	ENSMUSG00000027306.14	Nusap1	protein_coding	chr2	+	119638448	119638563	FALSE	none	none	none	0	119648893	119651244	TRUE	PB1D11,B3A	SINE	Alu,B2	143	host_to_TE	119638563	119648893
OFFICIAL_SIMTX_ENSMUSG00000027306.14_iso3	ENSMUSG00000027306.14	Nusap1	protein_coding	chr2	+	119647090	119647198	FALSE	none	none	none	0	119648893	119650160	TRUE	PB1D11	SINE	Alu	17	host_to_TE	119647198	119648893
OFFICIAL_SIMTX_ENSMUSG00000027669.13_iso2	ENSMUSG00000027669.13	Gnb4	protein_coding	chr3	-	32616439	32616479	FALSE	none	none	none	0	32599844	32602140	TRUE	B3,ID,URR1B,B1F,RSINE1	SINE,DNA	B2,ID,hAT-Charlie,Alu,B4	219	host_to_TE	32616439	32602140
OFFICIAL_SIMTX_ENSMUSG00000027669.13_iso2	ENSMUSG00000027669.13	Gnb4	protein_coding	chr3	-	32599844	32602140	TRUE	B3,ID,URR1B,B1F,RSINE1	SINE,DNA	B2,ID,hAT-Charlie,Alu,B4	219	32598126	32598164	FALSE	none	none	none	0	TE_to_host	32599844	32598164
OFFICIAL_SIMTX_ENSMUSG00000027806.8_iso2	ENSMUSG00000027806.8	Tsc22d2	protein_coding	chr3	+	58459331	58459382	FALSE	none	none	none	0	58460008	58466783	TRUE	L1ME3G	LINE	L1	264	host_to_TE	58459382	58460008
OFFICIAL_SIMTX_ENSMUSG00000027806.8_iso3	ENSMUSG00000027806.8	Tsc22d2	protein_coding	chr3	+	58459331	58459382	FALSE	none	none	none	0	58460008	58466783	TRUE	L1ME3G	LINE	L1	264	host_to_TE	58459382	58460008
OFFICIAL_SIMTX_ENSMUSG00000027808.8_iso2	ENSMUSG00000027808.8	Serp1	protein_coding	chr3	-	58525410	58525892	FALSE	none	none	none	0	58519817	58523868	TRUE	B1_Mm,B1_Mus1	SINE	Alu	151	host_to_TE	58525410	58523868
OFFICIAL_SIMTX_ENSMUSG00000027962.13_iso1	ENSMUSG00000027962.13	Vcam1	protein_coding	chr3	-	116125955	116126275	FALSE	none	none	none	0	116122280	116123793	TRUE	L2b	LINE	L2	104	host_to_TE	116125955	116123793
OFFICIAL_SIMTX_ENSMUSG00000027962.13_iso1	ENSMUSG00000027962.13	Vcam1	protein_coding	chr3	-	116122280	116123793	TRUE	L2b	LINE	L2	104	116109949	116111037	FALSE	none	none	none	0	TE_to_host	116122280	116111037
OFFICIAL_SIMTX_ENSMUSG00000027962.13_iso2	ENSMUSG00000027962.13	Vcam1	protein_coding	chr3	-	116120798	116121073	FALSE	none	none	none	0	116116628	116120715	TRUE	B1_Mus2,B1_Mur1	SINE	Alu	143	host_to_TE	116120798	116120715
OFFICIAL_SIMTX_ENSMUSG00000027962.13_iso3	ENSMUSG00000027962.13	Vcam1	protein_coding	chr3	-	116125955	116126275	FALSE	none	none	none	0	116116628	116120715	TRUE	B1_Mus2,B1_Mur1	SINE	Alu	143	host_to_TE	116125955	116120715
OFFICIAL_SIMTX_ENSMUSG00000027962.13_iso3	ENSMUSG00000027962.13	Vcam1	protein_coding	chr3	-	116116628	116120715	TRUE	B1_Mus2,B1_Mur1	SINE	Alu	143	116114353	116114619	FALSE	none	none	none	0	TE_to_host	116116628	116114619
OFFICIAL_SIMTX_ENSMUSG00000028099.7_iso1	ENSMUSG00000028099.7	Polr3c	protein_coding	chr3	-	96723514	96723699	FALSE	none	none	none	0	96718723	96719326	TRUE	B3	SINE	B2	190	host_to_TE	96723514	96719326
OFFICIAL_SIMTX_ENSMUSG00000028099.7_iso1	ENSMUSG00000028099.7	Polr3c	protein_coding	chr3	-	96718723	96719326	TRUE	B3	SINE	B2	190	96716429	96716480	FALSE	none	none	none	0	TE_to_host	96718723	96716480
OFFICIAL_SIMTX_ENSMUSG00000028197.4_iso1	ENSMUSG00000028197.4	Col24a1	protein_coding	chr3	+	145480350	145480403	FALSE	none	none	none	0	145507650	145507757	TRUE	L2c	LINE	L2	34	host_to_TE	145480403	145507650
OFFICIAL_SIMTX_ENSMUSG00000028211.10_iso1	ENSMUSG00000028211.10	Trp53inp1	protein_coding	chr4	+	11165090	11166400	FALSE	none	none	none	0	11169710	11174379	TRUE	ID4	SINE	ID	77	host_to_TE	11166400	11169710
OFFICIAL_SIMTX_ENSMUSG00000028252.19_iso2	ENSMUSG00000028252.19	Ccnc	protein_coding	chr4	+	21746350	21746429	FALSE	none	none	none	0	21748137	21750546	TRUE	MER33	DNA	hAT-Charlie	222	host_to_TE	21746429	21748137
OFFICIAL_SIMTX_ENSMUSG00000028557.9_iso2	ENSMUSG00000028557.9	Rnf11	protein_coding	chr4	-	109456898	109457067	FALSE	none	none	none	0	109451098	109454422	TRUE	ORR1A4	LTR	ERVL-MaLR	349	host_to_TE	109456898	109454422
OFFICIAL_SIMTX_ENSMUSG00000028644.15_iso1	ENSMUSG00000028644.15	Ermap	protein_coding	chr4	-	119188702	119188747	FALSE	none	none	none	0	119182843	119183338	TRUE	L2a	LINE	L2	58	host_to_TE	119188702	119183338
OFFICIAL_SIMTX_ENSMUSG00000028644.15_iso1	ENSMUSG00000028644.15	Ermap	protein_coding	chr4	-	119182843	119183338	TRUE	L2a	LINE	L2	58	119182843	119182875	FALSE	none	none	none	0	TE_to_host	119182843	119182875
OFFICIAL_SIMTX_ENSMUSG00000028834.12_iso1	ENSMUSG00000028834.12	Trim63	protein_coding	chr4	+	134325045	134325067	FALSE	none	none	none	0	134328905	134329629	TRUE	B1_Mur1	SINE	Alu	149	host_to_TE	134325067	134328905
OFFICIAL_SIMTX_ENSMUSG00000028834.12_iso2	ENSMUSG00000028834.12	Trim63	protein_coding	chr4	+	134327705	134327782	FALSE	none	none	none	0	134328905	134329628	TRUE	B1_Mur1	SINE	Alu	149	host_to_TE	134327782	134328905
OFFICIAL_SIMTX_ENSMUSG00000029022.17_iso1	ENSMUSG00000029022.17	Miip	protein_coding	chr4	-	147865189	147865537	FALSE	none	none	none	0	147863573	147863921	TRUE	L2a	LINE	L2	110	host_to_TE	147865189	147863921
OFFICIAL_SIMTX_ENSMUSG00000029022.17_iso1	ENSMUSG00000029022.17	Miip	protein_coding	chr4	-	147863573	147863921	TRUE	L2a	LINE	L2	110	147862438	147862567	FALSE	none	none	none	0	TE_to_host	147863573	147862567
OFFICIAL_SIMTX_ENSMUSG00000029098.15_iso3	ENSMUSG00000029098.15	Acox3	protein_coding	chr5	+	35608258	35608432	FALSE	none	none	none	0	35612015	35613801	TRUE	Lx8b	LINE	L1	123	host_to_TE	35608432	35612015
OFFICIAL_SIMTX_ENSMUSG00000029260.14_iso1	ENSMUSG00000029260.14	Ugt2b34	protein_coding	chr5	-	86892743	86892962	FALSE	none	none	none	0	86889767	86891481	TRUE	B3,B4	SINE	B2,B4	196	host_to_TE	86892743	86891481
OFFICIAL_SIMTX_ENSMUSG00000029260.14_iso2	ENSMUSG00000029260.14	Ugt2b34	protein_coding	chr5	-	86893733	86893820	FALSE	none	none	none	0	86889767	86892962	TRUE	B3,B4	SINE	B2,B4	196	host_to_TE	86893733	86892962
OFFICIAL_SIMTX_ENSMUSG00000029260.14_iso3	ENSMUSG00000029260.14	Ugt2b34	protein_coding	chr5	-	86893733	86893820	FALSE	none	none	none	0	86889767	86892962	TRUE	B3,B4	SINE	B2,B4	196	host_to_TE	86893733	86892962
OFFICIAL_SIMTX_ENSMUSG00000029267.16_iso1	ENSMUSG00000029267.16	Mtf2	protein_coding	chr5	+	108065674	108065965	FALSE	none	none	none	0	108078165	108078428	TRUE	ORR1B1-int	LTR	ERVL-MaLR	264	host_to_TE	108065965	108078165
OFFICIAL_SIMTX_ENSMUSG00000029267.16_iso1	ENSMUSG00000029267.16	Mtf2	protein_coding	chr5	+	108078165	108078428	TRUE	ORR1B1-int	LTR	ERVL-MaLR	264	108094125	108094248	FALSE	none	none	none	0	TE_to_host	108078428	108094125
OFFICIAL_SIMTX_ENSMUSG00000029267.16_iso2	ENSMUSG00000029267.16	Mtf2	protein_coding	chr5	+	108065757	108065965	FALSE	none	none	none	0	108072915	108073454	TRUE	PB1D7	SINE	Alu	52	host_to_TE	108065965	108072915
OFFICIAL_SIMTX_ENSMUSG00000029267.16_iso2	ENSMUSG00000029267.16	Mtf2	protein_coding	chr5	+	108072915	108073454	TRUE	PB1D7	SINE	Alu	52	108073307	108073454	FALSE	none	none	none	0	TE_to_host	108073454	108073307
OFFICIAL_SIMTX_ENSMUSG00000029267.16_iso3	ENSMUSG00000029267.16	Mtf2	protein_coding	chr5	+	108078165	108078428	TRUE	ORR1B1-int	LTR	ERVL-MaLR	264	108087296	108087396	FALSE	none	none	none	0	TE_to_host	108078428	108087296
OFFICIAL_SIMTX_ENSMUSG00000029406.14_iso2	ENSMUSG00000029406.14	Pitpnm2	protein_coding	chr5	-	124140524	124140751	FALSE	none	none	none	0	124136102	124140261	TRUE	B4,MIRb	SINE	B4,MIR	238	host_to_TE	124140524	124140261
OFFICIAL_SIMTX_ENSMUSG00000029406.14_iso2	ENSMUSG00000029406.14	Pitpnm2	protein_coding	chr5	-	124136102	124140261	TRUE	B4,MIRb	SINE	B4,MIR	238	124127177	124127347	FALSE	none	none	none	0	TE_to_host	124136102	124127347
OFFICIAL_SIMTX_ENSMUSG00000029423.9_iso1	ENSMUSG00000029423.9	Piwil1	protein_coding	chr5	+	128702524	128702567	TRUE	MTD	LTR	ERVL-MaLR	44	128736174	128736354	FALSE	none	none	none	0	TE_to_host	128702567	128736174
OFFICIAL_SIMTX_ENSMUSG00000029423.9_iso2	ENSMUSG00000029423.9	Piwil1	protein_coding	chr5	+	128702524	128702567	TRUE	MTD	LTR	ERVL-MaLR	44	128743780	128743977	FALSE	none	none	none	0	TE_to_host	128702567	128743780
OFFICIAL_SIMTX_ENSMUSG00000029423.9_iso3	ENSMUSG00000029423.9	Piwil1	protein_coding	chr5	+	128702524	128702567	TRUE	MTD	LTR	ERVL-MaLR	44	128743227	128743307	FALSE	none	none	none	0	TE_to_host	128702567	128743227
OFFICIAL_SIMTX_ENSMUSG00000029449.10_iso1	ENSMUSG00000029449.10	Rhof	protein_coding	chr5	-	123120296	123120430	FALSE	none	none	none	0	123117334	123119594	TRUE	MER58A	DNA	hAT-Charlie	175	host_to_TE	123120296	123119594
OFFICIAL_SIMTX_ENSMUSG00000029449.10_iso3	ENSMUSG00000029449.10	Rhof	protein_coding	chr5	-	123120511	123120620	FALSE	none	none	none	0	123103044	123104528	TRUE	MLT1C	LTR	ERVL-MaLR	162	host_to_TE	123120511	123104528
OFFICIAL_SIMTX_ENSMUSG00000029536.8_iso1	ENSMUSG00000029536.8	Gatc	protein_coding	chr5	-	115340842	115341178	FALSE	none	none	none	0	115333239	115334594	TRUE	B3A,B1_Mus2	SINE	B2,Alu	163	host_to_TE	115340842	115334594
OFFICIAL_SIMTX_ENSMUSG00000029592.10_iso2	ENSMUSG00000029592.10	Usp30	protein_coding	chr5	+	114105748	114105851	FALSE	none	none	none	0	114111869	114112318	TRUE	ID_B1,B1F	SINE	B4,Alu	35	host_to_TE	114105851	114111869
OFFICIAL_SIMTX_ENSMUSG00000029592.10_iso2	ENSMUSG00000029592.10	Usp30	protein_coding	chr5	+	114111869	114112318	TRUE	ID_B1,B1F	SINE	B4,Alu	35	114112887	114112981	FALSE	none	none	none	0	TE_to_host	114112318	114112887
OFFICIAL_SIMTX_ENSMUSG00000029675.11_iso2	ENSMUSG00000029675.11	Eln	protein_coding	chr5	-	134724919	134725300	TRUE	URR1A	DNA	hAT-Charlie	14	134722464	134722505	FALSE	none	none	none	0	TE_to_host	134724919	134722505
OFFICIAL_SIMTX_ENSMUSG00000029727.7_iso2	ENSMUSG00000029727.7	Cyp3a13	protein_coding	chr5	-	137898798	137899024	FALSE	none	none	none	0	137892932	137894364	TRUE	B3A	SINE	B2	77	host_to_TE	137898798	137894364
OFFICIAL_SIMTX_ENSMUSG00000029821.14_iso1	ENSMUSG00000029821.14	Dfna5	protein_coding	chr6	-	50259381	50261975	TRUE	MIRb	SINE	MIR	171	50245930	50246122	FALSE	none	none	none	0	TE_to_host	50259381	50246122
OFFICIAL_SIMTX_ENSMUSG00000029821.14_iso2	ENSMUSG00000029821.14	Dfna5	protein_coding	chr6	-	50219237	50219438	FALSE	none	none	none	0	50189369	50190982	TRUE	MER2,RMER19A	DNA,LTR	TcMar-Tigger,ERVK	306	host_to_TE	50219237	50190982
OFFICIAL_SIMTX_ENSMUSG00000029919.5_iso2	ENSMUSG00000029919.5	Hpgds	protein_coding	chr6	-	65123558	65123656	FALSE	none	none	none	0	65119037	65122927	TRUE	B1_Mus1,B2_Mm2,Tigger6a,L2a,L1MC5	SINE,DNA,LINE	Alu,B2,TcMar-Tigger,L2,L1	282	host_to_TE	65123558	65122927
OFFICIAL_SIMTX_ENSMUSG00000029922.14_iso1	ENSMUSG00000029922.14	Mkrn1	protein_coding	chr6	-	39404648	39405081	TRUE	PB1D10	SINE	Alu	39	39401210	39401424	FALSE	none	none	none	0	TE_to_host	39404648	39401424
OFFICIAL_SIMTX_ENSMUSG00000030082.13_iso2	ENSMUSG00000030082.13	Sec61a1	protein_coding	chr6	-	88506173	88506221	FALSE	none	none	none	0	88506145	88506371	TRUE	B1_Mur4	SINE	Alu	57	host_to_TE	88506173	88506371
OFFICIAL_SIMTX_ENSMUSG00000030082.13_iso2	ENSMUSG00000030082.13	Sec61a1	protein_coding	chr6	-	88506145	88506371	TRUE	B1_Mur4	SINE	Alu	57	88504801	88505293	FALSE	none	none	none	0	TE_to_host	88506145	88505293
OFFICIAL_SIMTX_ENSMUSG00000030145.13_iso3	ENSMUSG00000030145.13	Zfp248	protein_coding	chr6	-	118433305	118433431	FALSE	none	none	none	0	118427319	118430394	TRUE	MER63D	DNA	hAT-Blackjack	266	host_to_TE	118433305	118430394
OFFICIAL_SIMTX_ENSMUSG00000030302.15_iso1	ENSMUSG00000030302.15	Atp2b2	protein_coding	chr6	-	113812785	113812910	FALSE	none	none	none	0	113803338	113805586	TRUE	RLTR17B_Mm	LTR	ERVK	157	host_to_TE	113812785	113805586
OFFICIAL_SIMTX_ENSMUSG00000030302.15_iso1	ENSMUSG00000030302.15	Atp2b2	protein_coding	chr6	-	113803338	113805586	TRUE	RLTR17B_Mm	LTR	ERVK	157	113773273	113773495	FALSE	none	none	none	0	TE_to_host	113803338	113773495
OFFICIAL_SIMTX_ENSMUSG00000030353.14_iso2	ENSMUSG00000030353.14	Tead4	protein_coding	chr6	-	128246321	128246376	FALSE	none	none	none	0	128227143	128228479	TRUE	MIR	SINE	MIR	103	host_to_TE	128246321	128228479
OFFICIAL_SIMTX_ENSMUSG00000030671.8_iso1	ENSMUSG00000030671.8	Pde3b	protein_coding	chr7	+	114534565	114534832	FALSE	none	none	none	0	114536031	114539251	TRUE	Lx5b	LINE	L1	428	host_to_TE	114534832	114536031
OFFICIAL_SIMTX_ENSMUSG00000030737.15_iso1	ENSMUSG00000030737.15	Slco2b1	protein_coding	chr7	-	99659857	99660120	FALSE	none	none	none	0	99658389	99660176	TRUE	ID_B1	SINE	B4	134	host_to_TE	99659857	99660176
OFFICIAL_SIMTX_ENSMUSG00000030737.15_iso2	ENSMUSG00000030737.15	Slco2b1	protein_coding	chr7	-	99666892	99667249	FALSE	none	none	none	0	99658389	99660176	TRUE	ID_B1	SINE	B4	134	host_to_TE	99666892	99660176
